RefSeq ID,Gene symbol,hsa-miR-16-5p,hsa-miR-106b-5p,hsa-miR-200a-3p,hsa-miR-200b-3p,hsa-miR-215-5p,hsa-let-7c-5p,hsa-miR-103a-3p
NM_001005745,NUMB,0.047,0.102,0.235,0.071,-0.026,-0.041,-0.925
NM_001005849,SUMO2,-0.091,0.053,-0.001,-0.126,-0.03,-0.145,0.161
NM_001005862,ERBB2,-0.007,-0.073,0.124,N/A,0.01,0.017,0.023
NM_001006600,ERBB2IP,0.086,-0.147,-0.143,0.234,-0.107,-0.251,0.036
NM_001006610,SIAH1,-0.2,0.048,-0.098,0.132,-0.212,0.008,-0.006
NM_001006613,WBP5,0.101,-0.015,-0.103,0.217,0.072,0.101,0.07
NM_001006616,TSPAN17,0.105,0.041,0.127,-0.115,0.215,-0.116,-0.291
NM_001006634,ARHGAP17,0.075,0.158,0.135,-0.073,0.013,-0.022,-0.294
NM_001006638,RAB37,0.746,-0.137,0.309,-0.194,-0.15,-0.008,-0.319
NM_001006641,SLC25A25,-0.072,0.076,0.278,0.121,-0.265,0.231,0.069
NM_001006657,WDR35,0.077,-0.122,-0.212,0.139,0.264,0.032,N/A
NM_001006684,TCEAL8,0.027,-0.059,-0.029,0.151,-0.007,0.058,0.15
NM_001006932,RPS6KA2,-0.025,-0.053,0.065,-0.09,0.008,0.02,0.071
NM_001006935,TCEAL4,0.22,-0.08,N/A,0.021,0.229,0.027,-0.026
NM_001006941,ALG3,-0.339,0.071,0.135,0.09,0.283,-0.111,0.034
NM_001006944,RPS6KA4,-0.104,-0.666,0.189,-0.247,-0.019,0.055,-0.2
NM_001006946,SDC1,0.063,-0.031,-0.086,-0.021,-0.026,0.186,-0.165
NM_001007,RPS4X,-0.037,0.201,0.01,0.021,0.255,-0.014,N/A
NM_001007026,ATN1,-0.168,0.013,0.01,-0.088,0.051,0.043,0.163
NM_001007027,ALG8,-0.081,0.096,-0.016,-0.094,-0.155,-0.201,0.194
NM_001007070,SDCBP,0.107,-0.043,-0.053,0.207,0.239,-0.038,-0.253
NM_001007075,KLHL5,N/A,-0.033,0.027,-0.181,N/A,-0.011,N/A
NM_001007094,ZNF37A,-0.097,-0.096,0.15,0.087,0.057,0.005,N/A
NM_001007102,L3MBTL3,0.358,-0.237,0.139,-0.055,-0.367,0.145,-0.067
NM_001007214,CACYBP,-0.123,0.062,-0.088,0.035,0.088,0.035,0.128
NM_001007225,IGF2BP2,-0.115,0.049,-0.376,0.129,-0.004,-0.8,0.355
NM_001007230,SPOP,0.092,-0.232,0.084,0.027,0.016,-0.065,0.007
NM_001007245,IFRD1,-0.303,0.042,-0.136,0.219,0.048,0.02,0.257
NM_001007464,RWDD1,-0.003,0.039,-0.122,0.138,0.064,0.227,-0.049
NM_001007468,SMARCB1,-0.002,-0.064,-0.062,-0.001,-0.425,0.103,0.188
NM_001007527,LMBRD2,0.023,0.085,0.04,0.002,0.045,-0.007,-0.017
NM_001007559,SS18,0.161,-0.038,0.117,0.116,-0.747,-0.058,0.133
NM_001008224,UACA,0.019,-0.073,0.035,0.238,-0.139,0.133,-0.101
NM_001008392,CTDSPL,0.096,0.47,0.379,-0.051,-0.325,0.029,-0.398
NM_001008396,WDHD1,-0.193,0.039,-0.03,0.28,-0.207,-0.127,-0.082
NM_001008410,STEAP3,-0.187,-0.014,0.232,-0.297,0.157,-0.21,0.241
NM_001008495,TMEM64,0.535,-0.971,-0.677,-0.069,-0.08,0.084,0.328
NM_001008528,MXRA7,0.155,-0.026,0.117,-0.239,0.061,-0.159,-0.005
NM_001008541,MXI1,0.733,-0.259,-0.058,-0.413,-0.474,0.128,-0.088
NM_001008695,THAP7,-0.176,0.036,0.229,-0.074,-0.019,-0.013,0.033
NM_001008697,TFIP11,0.31,0.054,0.051,0.045,0.081,-0.437,N/A
NM_001008701,LPHN1,-0.252,0.027,0.229,0.199,0.003,0.007,-0.093
NM_001008783,SLC35D3,0.003,-0.077,0.043,-0.065,0.146,-0.024,-0.039
NM_001008844,DSP,0.258,N/A,0.069,0.174,N/A,N/A,-0.111
NM_001008860,NIPA2,-0.024,0.162,-0.077,-0.015,0.049,-0.189,0.082
NM_001008895,CUL4A,-0.164,0.045,-0.056,-0.119,0.076,-0.137,-0.884
NM_001008897,TCP1,-0.067,0.079,-0.101,-0.081,-0.024,0.045,-0.042
NM_001008910,STK16,0.095,0.084,-0.05,-0.042,0.085,-0.066,-0.013
NM_001008938,CKAP5,-0.057,0.003,-0.153,-0.046,-0.08,0.051,-0.081
NM_001009183,SIP1,-0.069,0.097,-0.025,0.294,-0.046,0.117,0.205
NM_001009186,CCT6A,-0.06,0.174,0.09,-0.066,-0.138,-0.05,N/A
NM_001009552,PPP2CB,-0.231,0.034,-0.081,-0.058,-0.005,-0.005,0.216
NM_001009566,CLSTN1,-0.38,-0.229,0.042,0.038,-0.575,0.061,-0.064
NM_001009813,MEIS3,-0.019,0.155,0.08,0.008,0.22,-0.001,N/A
NM_001009877,BRD9,-0.107,0.018,-0.001,-0.135,0.073,0.156,0.03
NM_001009899,KIAA2018,0.242,0.017,-0.199,0.253,-0.249,-0.013,-0.16
NM_001009944,PKD1,-0.074,-0.04,0.02,-0.028,0.073,0.034,-0.017
NM_001009955,SSBP3,-0.052,0.245,N/A,0.064,0.177,0.128,0.051
NM_001010854,TTC7B,0.131,0.02,-0.022,0.055,-0.037,0.129,-0.142
NM_001010875,SLC25A30,-0.03,0.197,0.254,-0.321,-0.648,-0.047,0.058
NM_001010883,FAM102B,0.273,-0.187,-0.331,0.073,-0.501,-0.119,0.038
NM_001010891,MTX3,0.242,0.134,0.099,-0.036,-0.151,0.09,0.08
NM_001010942,RAP1B,0.138,0.07,0.082,-0.301,-0.654,0.029,0.236
NM_001010972,ZYX,-0.044,-0.02,0.028,-0.04,0.124,-0.006,0.027
NM_001010983,GLT8D1,0.249,-0.203,-0.145,0.111,-0.093,-0.123,-0.007
NM_001011537,FYTTD1,0.151,0.067,-0.521,0.315,-0.182,0.213,0.128
NM_001011550,MAGEA4,N/A,N/A,-0.025,-0.055,0.068,-0.248,N/A
NM_001011551,C1GALT1C1,0.137,-0.102,-0.027,0.186,0.025,-0.113,0
NM_001011649,CDK5RAP2,0.039,-0.172,-0.051,0.271,-0.229,0.116,-0.061
NM_001011655,TMEM44,0.084,0.027,0.04,-0.115,0.035,0.131,N/A
NM_001011663,PCGF6,-0.108,-0.025,-0.002,-0.347,-0.19,-0.036,0.22
NM_001011670,CHCHD7,0.341,0.226,0.155,0.24,-0.061,0.074,-0.136
NM_001011717,NMS,-0.062,0.037,0.17,0.18,-0.139,-0.047,-0.042
NM_001011718,XKR7,-0.061,-0.007,-0.006,-0.099,0.183,-0.088,0.038
NM_001011885,BTBD1,0.124,-0.121,-0.134,0.03,-0.113,-0.044,0.054
NM_001012271,BIRC5,-0.574,0.046,0.028,0.026,-0.426,0.196,-0.437
NM_001012301,ARSI,N/A,N/A,-0.038,-0.115,0.247,-0.105,N/A
NM_001012320,ZNF302,-0.091,0.137,-0.134,0.014,0.065,0.064,0.239
NM_001012329,CTNNBIP1,-0.064,0.138,0.612,0.162,-0.347,0.276,-0.048
NM_001012361,WDR31,0.199,-0.197,0.255,0.295,0.189,-0.316,N/A
NM_001012426,FOXP4,-0.083,-0.031,0.164,-0.066,0.144,-0.064,0.095
NM_001012456,SEC61G,0.079,-0.005,-0.035,0.102,0.035,0.065,N/A
NM_001012508,SPRN,-0.196,0.083,0.06,0.016,-0.187,0.151,-0.198
NM_001012614,CTBP1,0.026,-0.007,0.014,0.023,0.052,0.061,0.006
NM_001012642,GRAMD2,0.158,0.034,0.924,0.175,-0.332,0.02,-0.381
NM_001012732,DCTD,-0.059,0.029,0.075,0.046,-0.279,0.332,-0.023
NM_001012752,ABI1,-0.016,-0.095,-0.254,0.341,0.394,-0.133,0.168
NM_001012761,RGMB,0.154,-0.087,-0.147,0.225,0.192,0.061,0.159
NM_001012965,KLK6,-0.076,-0.067,0.006,-0.124,0.026,-0.084,0.151
NM_001012980,SATL1,-0.214,-0.145,0.001,-0.254,0.116,0.107,N/A
NM_001013,RPS9,0.002,0.237,0.017,-0.181,0.393,-0.055,-0.065
NM_001013415,FBXW7,-0.434,0.357,0.242,0.252,0.09,0.452,0.143
NM_001013438,FXR1,-0.093,-0.074,0.164,-0.067,0.021,-0.071,-0.069
NM_001013837,MAD1L1,0.024,0.089,-0.042,-0.067,0.036,0.193,-0.047
NM_001013839,EXOC7,0.207,0.101,-0.09,-0.27,0.239,0.052,0.001
NM_001013843,SLTM,N/A,0.13,-0.067,0.001,0.186,-0.04,0.081
NM_001014283,DCUN1D2,-0.043,0.094,0.182,0.213,-0.009,0.013,-0.096
NM_001014291,SPRR2G,-0.162,-0.117,-0.012,-0.033,0.134,-0.126,0.231
NM_001014432,AKT1,0.144,-0.002,0.113,-0.219,-0.356,0.154,-0.042
NM_001014435,CA7,-0.029,-0.068,N/A,N/A,0.086,0.055,N/A
NM_001014443,USP21,-0.119,-0.004,-0.044,-0.062,0.129,0.031,0.097
NM_001014444,CRYM,-0.119,0.116,0.014,-0.027,0.092,0.043,0.201
NM_001014445,NLE1,0.102,0.131,-0.086,-0.068,-0.014,0.065,0.038
NM_001014451,DDX19B,-0.044,0.136,0.107,-0.078,0.12,-0.222,0.011
NM_001014764,TMEM93,-0.522,0.128,0.009,0.097,0.479,-0.113,0.162
NM_001014795,ILK,0.032,0.09,-0.041,-0.208,0.021,0.005,-0.03
NM_001014809,CRMP1,-0.014,-0.01,-0.035,-0.063,0.097,0.026,0.033
NM_001014812,FAM96A,0.1,N/A,-0.216,0.264,0.09,-0.484,0.132
NM_001014835,PAK4,-0.093,-0.007,0.061,-0.07,0.108,0.041,0.053
NM_001014841,NCDN,0.056,-0.068,0.069,-0.006,0.207,0.076,0.006
NM_001014972,ZNF638,0.049,0.092,-0.075,0.036,0.018,-0.046,0.073
NM_001015,RPS11,0.012,0.227,-0.039,-0.305,0.413,-0.016,N/A
NM_001015049,BAG5,-0.05,-0.016,0.104,0.036,0.08,-0.048,0.037
NM_001015053,HDAC5,0.202,0.107,-0.275,0.085,0.255,-0.018,-0.119
NM_001015056,RTKN,0.024,-0.142,-0.223,-0.262,0.025,-0.265,0.049
NM_001015508,PURG,0.093,-0.098,-0.12,0.056,0.047,0.018,N/A
NM_001017,RPS13,-0.013,0.103,-0.025,0.057,0.205,0.003,N/A
NM_001017402,LAMB3,-0.093,-0.193,0.284,0.051,0.06,0.268,0.088
NM_001017416,USP1,-0.043,0.053,-0.172,0.154,-0.303,0.016,-0.234
NM_001017523,BTBD11,0.101,0.066,0.06,-0.302,0.08,-0.035,-0.027
NM_001017524,SIRT3,0.225,0.062,0.191,-0.032,0.05,0.141,-0.324
NM_001017530,PRR5,0.031,-0.024,0.114,-0.04,-0.034,-0.001,0.05
NM_001017535,VDR,-0.053,-0.238,0.06,0.159,-0.221,0.288,0.039
NM_001017917,CYB561,-0.262,-0.155,0.178,0.212,-0.116,0.019,-0.339
NM_001017922,ERMAP,-0.016,-0.148,0.074,-0.151,0.081,0.241,N/A
NM_001017961,FAM78B,-0.09,-0.039,0.044,-0.208,0.131,-0.017,N/A
NM_001017969,KIAA2026,0.152,-0.067,-0.144,0.238,0.018,-0.025,-0.13
NM_001017977,IQWD1,0.222,-0.041,0.051,0.3,0.205,-0.01,0.037
NM_001017995,SH3PXD2B,0.257,0.019,0.257,-0.145,-0.329,-0.206,0.345
NM_001018,RPS15,0.07,0.186,-0.217,-0.019,0.156,0.047,N/A
NM_001018009,SH3BP5,0.099,-0.147,0.334,-0.265,0.071,0.015,-0.57
NM_001018024,MTCP1,-0.224,0.127,-0.053,0.307,-0.206,-0.006,0.057
NM_001018050,POLR3H,-0.198,0.224,0.267,-0.27,0.125,-0.108,0.034
NM_001018070,CORO1B,-0.081,0.091,-0.024,-0.085,0.147,-0.013,0.07
NM_001018077,NR3C1,0.054,0.066,0.156,-0.024,-0.139,0.113,-0.059
NM_001018078,FPGS,-0.02,-0.03,-0.002,-0.097,0.138,-0.037,-0.057
NM_001018103,GRINL1A,0.192,0.108,-0.218,-0.088,0.034,-0.071,-0.224
NM_001018104,FAHD1,0.343,0.1,-0.191,0.325,0.097,0.005,0.019
NM_001018108,SERF2,-0.044,0.144,0.105,0.015,0.134,-0.1,-0.066
NM_001018109,PIR,0.106,-0.057,0.187,0.143,0.011,-0.015,-0.009
NM_001018161,PON2,-0.346,-0.698,-0.018,0.097,0.268,-0.01,0.304
NM_001018677,FNTA,-0.266,-0.032,0.199,0.254,0.051,0.069,0.07
NM_001018837,HAX1,-0.068,0.11,0.016,0.126,0.095,-0.063,0.063
NM_001019,RPS15A,-0.12,0.079,-0.071,0.129,0.372,0.007,N/A
NM_001020658,PUM1,0.065,0.035,-0.143,0.294,0.044,0.015,0.142
NM_001020819,MYADM,-0.182,-0.115,-0.016,-0.042,-0.229,0.212,0.054
NM_001023570,IQCB1,0.017,0.083,0.327,0.141,-0.173,-0.241,0.047
NM_001024,RPS21,-0.057,0.065,N/A,N/A,0.301,0.041,N/A
NM_001024213,S100A13,-0.005,-0.038,-0.203,-0.122,0.199,0.053,0.102
NM_001024218,GPHN,-0.007,0.091,N/A,-0.157,0.025,-0.052,0.044
NM_001024381,TM2D2,-0.002,0.139,-0.039,0.053,0.017,0.032,0.24
NM_001024382,HMBS,-0.011,0.034,0.069,-0.123,0.169,-0.124,-0.053
NM_001024649,CANX,-0.232,0.101,-0.024,0.13,-0.028,0.037,0.131
NM_001024662,RPL6,0.083,N/A,-0.082,0.342,0.33,0.002,N/A
NM_001024666,SH3KBP1,0.021,0.017,N/A,0.181,-0.23,0.249,0.196
NM_001024668,LETMD1,-0.023,0.166,0.173,0.358,0.291,0.056,-0.079
NM_001024683,ZNF688,0.19,-0.183,-0.131,-0.035,-0.057,0.01,-0.048
NM_001024732,MECR,0.085,0.118,0.112,-0.155,N/A,0.103,0.168
NM_001024808,BCL7A,-0.052,0.379,0.295,0.127,0.183,-0.073,-0.138
NM_001024935,WASF1,0.266,0.169,-0.104,-0.133,0.052,-0.206,0.147
NM_001024947,YIPF5,0.318,0.12,-0.214,0.218,-0.059,0.102,0.131
NM_001024948,FNBP1L,0.115,-0.483,-0.274,0.009,-0.119,-0.257,0.054
NM_001024956,SC5DL,0.077,0.158,-0.026,-0.087,-0.451,0.035,0.158
NM_001024959,ARPC4,-0.087,-0.052,-0.046,0.018,0.077,0.056,0.144
NM_001025089,BRUNOL4,-0.018,-0.021,-0.012,-0.042,N/A,N/A,-0.008
NM_001025105,CSNK1A1,-0.283,-0.269,-0.146,-0.022,0.027,-0.04,0.103
NM_001025107,ADAR,0.01,-0.037,0.034,0.129,-0.126,-0.039,0.005
NM_001025199,CHI3L2,-0.034,-0.03,-0.044,-0.008,0.035,N/A,0.023
NM_001025204,U2AF1,N/A,N/A,-0.283,-0.196,0.246,0.115,-0.115
NM_001025205,AP2M1,N/A,N/A,-0.174,-0.067,0.11,-0.021,0.052
NM_001025236,TSPAN4,-0.214,-0.265,-0.656,-0.311,-0.077,0.072,0.146
NM_001025243,IRAK1,-0.124,-0.007,0.106,0.064,-0.274,0.037,0.07
NM_001025249,DUT,0.148,-0.066,-0.075,0.072,0.074,-0.078,-0.268
NM_001025252,TPD52,0.146,0.09,0.186,-0.024,-0.195,0.052,-0.386
NM_001025300,RAB12,-0.098,-0.269,0.103,-0.207,0.106,-0.058,-0.002
NM_001025434,NQO1,0.315,0.061,0.124,-0.488,0.009,-0.304,-0.832
NM_001025579,NDEL1,-0.324,-0.121,0.121,0.292,-0.303,0.101,-0.66
NM_001025596,CUGBP1,-0.078,-0.031,0.027,-0.048,0.118,-0.016,0.008
NM_001025603,RFX5,0.531,-0.211,-0.403,0.104,0.756,-0.23,-0.138
NM_001025604,ARRDC2,0.219,-0.066,-0.078,0.118,-0.242,0.265,0.032
NM_001025777,UGCGL1,-0.017,0.016,0.003,0.042,0.051,0.062,-0.036
NM_001029835,CCM2,-0.002,0.082,0.557,0.047,-0.365,0.352,0.008
NM_001029882,AHDC1,-0.149,-0.018,0.071,-0.004,0.278,-0.036,0.032
NM_001029896,WDR45,0.039,0.135,-0.044,0.062,0.219,0.124,0.13
NM_001029976,ZNF16,0.012,0.083,-0.059,-0.018,0.179,0.113,N/A
NM_001030002,GRB7,0.039,0.07,-0.269,0.184,0.694,-0.012,-0.322
NM_001030006,AP2B1,0.035,0.103,0.211,-0.135,-0.003,-0.048,-0.06
NM_001030007,AP1G1,-0.144,-0.187,-0.13,0.297,0.259,0.126,0.069
NM_001030018,APRT,-0.08,0.008,0.092,-0.14,-0.009,-0.165,0.194
NM_001030019,SUNC1,0.075,0.116,-0.184,0.375,0.316,-0.075,0.073
NM_001030273,ARNTL,0.203,0.154,-0.021,0.548,-0.074,0.258,-0.03
NM_001031679,MSRB3,0.318,-0.021,-0.121,0.005,-0.45,-0.032,0.096
NM_001031684,SFRS7,0.045,0.034,-0.6,-0.538,-0.466,0.057,0.194
NM_001031685,TP53BP2,0.207,0.47,-0.153,0.029,0.013,0.01,-0.158
NM_001031689,PLAA,0.02,0.009,-0.041,0.061,-0.229,0.124,0.066
NM_001031694,SCMH1,-0.089,-0.113,0.083,0.041,-0.428,0.104,-0.161
NM_001031701,NT5DC3,-0.395,0.138,-0.205,-0.208,-0.133,-0.133,-0.471
NM_001031710,KLHL7,0.038,-0.017,0.061,0.094,0.114,0.043,0.126
NM_001031711,ERGIC1,-0.029,-0.009,0.062,-0.094,-0.016,-0.057,0.044
NM_001031717,CRELD1,-0.017,-0.007,-0.048,-0.091,0.189,0.094,0.021
NM_001031721,ZNF613,0.094,0.098,-0.039,0.023,0.223,0.264,-0.183
NM_001031732,YTHDC1,0.002,0.075,-0.195,0.023,0.188,0.104,0.093
NM_001031740,MANEAL,-0.12,N/A,N/A,0.097,-0.078,-0.014,0.102
NM_001031749,LYPD5,-0.611,-0.003,0.101,0.263,-0.369,0.133,N/A
NM_001031806,ALDH3A2,0.017,0.083,0.126,-0.085,0.167,-0.027,-0.012
NM_001031855,LONRF3,0.105,-0.174,-0.336,0.025,-0.407,0.341,-0.238
NM_001032278,MMP28,-0.077,-0.039,0.001,-0.102,0.158,0.013,0.03
NM_001032279,RCE1,-0.623,0.016,-0.048,0.117,0.135,0.147,-0.319
NM_001032288,UBE2V1,-0.299,0.104,0.057,-0.245,0.496,-0.025,-0.911
NM_001032290,PSRC1,0.043,-0.024,-0.271,-0.079,-0.562,0.211,0.008
NM_001032296,STK24,0.113,0.239,-0.186,0.143,0.06,-0.072,0.082
NM_001032367,SPINT1,0.102,0.028,0.126,0.081,0.132,-0.114,-0.334
NM_001032384,PQBP1,0.092,0.011,-0.103,-0.095,0.13,0.015,-0.081
NM_001032391,LCMT1,0.011,-0.103,0.052,0.056,0.033,-0.111,0.049
NM_001033,RRM1,-0.162,0.02,-0.08,0.068,-0.071,0.153,0.035
NM_001033024,FBXO7,-0.084,0.153,-0.396,0.124,0.05,-0.074,0.095
NM_001033025,EXTL2,0.119,-0.071,-0.168,0.148,-0.476,0.137,0.195
NM_001033028,CYFIP1,0.109,0.099,0.116,-0.242,0.085,0.043,0.086
NM_001033032,FAIM,0.164,0.096,-0.045,-0.055,-0.446,0.02,0.155
NM_001033044,GLUL,0.148,0.146,-0.036,N/A,N/A,0.169,-0.127
NM_001033059,AMD1,0.066,0.205,-0.161,0.18,0.039,-0.012,-0.003
NM_001033085,HAT1,-0.091,0.152,-0.14,0.256,-0.228,0.045,0.135
NM_001033117,SRGAP3,0.516,-0.034,0.475,-0.145,-0.068,0.094,-0.194
NM_001033504,TMEM98,0.035,0.056,0.038,-0.025,-0.29,-0.051,0.047
NM_001033519,WIPI2,-0.565,0.275,0.337,0.149,0.465,0.2,0.114
NM_001033522,CSTF1,0.016,0.03,-0.039,0.12,0.167,0.259,-0.235
NM_001033582,PRKCZ,0.032,-0.029,0.047,-0.226,0.423,-0.092,0.095
NM_001033859,ACADVL,-0.024,-0.133,0.267,-0.072,0.037,-0.019,0.014
NM_001033925,TIAL1,0.019,0.105,-0.263,0.058,0.069,-0.073,0.121
NM_001034,RRM2,0.479,0.004,0.047,-0.148,-0.275,-0.466,-1.248
NM_001034024,DMAP1,-0.312,0.268,-0.151,-0.249,0.374,0.02,-0.051
NM_001034025,ERP29,0.088,0.162,-0.109,-0.052,-0.095,-0.171,0.04
NM_001034914,KCNIP3,0.168,0.031,N/A,N/A,-0.176,0.163,N/A
NM_001034915,RBM35A,-0.079,0.09,0.01,0.196,-0.135,-0.233,0.06
NM_001034996,RPL14,N/A,N/A,0.077,-0.2,-0.044,-0.018,0.052
NM_001035235,SRA1,-0.179,0.109,-0.067,-0.067,0.313,0.025,0.067
NM_001035247,UFD1L,0.076,0.103,-0.011,-0.025,0.049,-0.016,-0.074
NM_001035260,VPS26A,0.189,-0.018,0.173,0.145,-0.505,-0.239,0.221
NM_001035513,SDHC,0.314,0.002,-0.41,-0.015,0.22,0,-0.604
NM_001035518,CEP250,0.307,-0.248,0.115,0.077,-0.019,0.094,-0.211
NM_001037,SCN1B,-0.063,0.119,0.689,0.272,-0.172,0.391,-0.218
NM_001037171,ACOT9,-0.08,-0.05,-0.2,-0.076,0.327,0.014,0.024
NM_001037172,ACPL2,0.01,-0.302,0.006,0.071,-0.052,0.082,0.176
NM_001037174,ARL5A,-0.009,0.165,0.039,-0.375,0.008,-0.682,-0.147
NM_001037278,GGPS1,-0.115,0.104,0.151,0.153,0.031,-0.056,0.234
NM_001037281,PARD6A,0.18,-0.132,0.526,0.204,-0.563,0.227,N/A
NM_001037325,CCDC46,0.131,-0.071,0.181,0.253,-0.241,0.217,-0.03
NM_001037328,STAU1,-0.126,0.028,0.052,0.259,0.068,-0.04,0.122
NM_001037332,CYFIP2,0.551,0.056,-0.175,-0.038,0.971,0.346,-0.184
NM_001037334,USP14,-0.158,0.11,0.198,-0.059,-0.255,-0.138,-0.059
NM_001037341,PDE4B,0.211,0.026,0.037,-0.28,N/A,-0.355,-0.098
NM_001037537,PHYH,0.327,-0.094,0.091,N/A,-0.407,0.058,0.109
NM_001037540,SCML1,0.022,0.062,0.116,-0.518,-0.339,0.251,0.055
NM_001037639,PARL,-0.171,-0.007,0.061,0.127,0.076,-0.056,0.21
NM_001038,SCNN1A,-0.07,-0.018,0.058,-0.069,0.096,-0.082,0.153
NM_001038493,DLX1,0.209,0.007,-0.086,0.031,-0.382,0.351,N/A
NM_001038702,CDC42SE2,-0.419,0.236,0.134,0.274,-0.248,0.13,-0.159
NM_001039091,PRPS2,0.283,0.338,0.197,-0.223,-0.493,0.097,-0.359
NM_001039178,ATP5J2,-0.034,-0.017,0.013,0.192,0.121,0.01,0.12
NM_001039350,DPP6,-0.048,-0.088,-0.041,-0.033,0.122,-0.17,0.043
NM_001039355,SLC25A29,0.071,0.161,0.219,-0.057,-0.143,0.162,-0.013
NM_001039457,ATP6V0B,-0.077,0.02,-0.201,-0.088,-0.019,0.002,0.032
NM_001039467,RGS19,0.012,0.07,0.141,-0.005,0.134,-0.65,0.072
NM_001039468,MARK2,-0.133,-0.011,0.26,-0.02,0.262,-0.096,-0.141
NM_001039479,KIAA0317,-0.603,-0.265,-0.233,0.179,-0.015,0.103,-0.064
NM_001039487,NSUN5C,0.014,-0.034,-0.02,-0.027,0.008,0.099,0.065
NM_001039490,CD151,-0.123,-0.039,0.008,-0.254,-0.139,-0.092,-0.146
NM_001039576,NSUN5B,0.038,0.019,-0.061,-0.041,0.025,0.09,0.051
NM_001039584,PICK1,-0.008,-0.094,-0.191,-0.084,0.18,-0.06,0.02
NM_001039589,DPH2,-0.136,0.168,-0.084,0.169,0.229,0.174,0.059
NM_001039591,USP9X,-0.087,0.054,-0.279,0.221,0.209,0.015,0.058
NM_001039617,ZDHHC19,-0.092,0.08,-0.088,-0.126,0.115,-0.036,-0.035
NM_001039619,PRMT5,0.238,0.07,-0.085,-0.065,0.044,-0.14,-0.195
NM_001039654,ZNF550,0.02,0.014,0.138,0.173,0.099,0.03,N/A
NM_001039675,UNC45A,0.024,0.058,0.068,-0.102,0.085,-0.001,-0.089
NM_001039705,TRO,0.059,-0.024,0.016,0.008,0.083,-0.045,-0.025
NM_001039708,SDCCAG3,0.094,0.005,0.129,0.17,-0.002,-0.071,0.117
NM_001039709,CBFA2T2,0.106,-0.054,0.166,0.155,-0.09,0.13,0.061
NM_001039775,AIM1L,-0.281,0.155,-0.092,-0.021,0.527,0.027,-0.456
NM_001039916,ZNF384,0.041,0.005,-0.119,0.173,0.06,0.07,-0.071
NM_001040006,TCERG1,0.018,-0.032,-0.345,0.146,-0.068,-0.403,0.058
NM_001040021,CD14,N/A,-0.008,N/A,0.061,-0.037,0.045,0.025
NM_001040034,CD63,-0.032,0.02,0.109,-0.177,0.057,-0.06,0.012
NM_001040098,MOSPD3,-0.221,0.041,-0.011,0.075,0.18,0.032,0.266
NM_001040108,MLH3,0.229,0.023,0.098,0.056,0.037,0.195,0.23
NM_001040125,PQLC2,-0.118,0.009,0.023,-0.09,0.194,-0.005,0.042
NM_001040135,ACTR3B,-0.134,0.064,0.253,0.287,0.073,0.31,0.264
NM_001040152,PEG10,0.144,0.163,-0.177,-0.105,-0.023,N/A,0.191
NM_001040183,CLDND1,-0.111,-0.02,-0.299,-0.229,-0.009,-0.089,0.252
NM_001040197,AGTRAP,-0.167,0.03,0.073,-0.018,0.062,-0.115,0.234
NM_001040202,PAQR3,0.118,0.092,-0.634,-0.156,0.045,-0.271,0.19
NM_001040273,TYSND1,0.263,-0.111,0.123,0.306,0.158,0.236,-0.061
NM_001040280,CD83,0.491,0.217,0.246,-0.071,-0.205,0.064,-0.806
NM_001040285,PAPD5,0.21,0.145,-0.063,-0.197,-0.299,0.033,0.103
NM_001040402,DCUN1D4,0.329,-0.08,-0.138,0.215,-0.3,-0.468,0.462
NM_001040409,MTHFD2,-0.182,0.159,0.053,-0.047,-0.024,0.073,0.055
NM_001040424,PRDM15,0.277,-0.101,-0.061,0.14,-0.075,0.099,-0.165
NM_001040425,U2AF1L4,-0.069,-0.02,-0.055,-0.053,0.084,0.115,0.072
NM_001040427,HAGH,0.213,-0.161,0.094,-0.032,-0.127,0.079,-0.055
NM_001040428,SPATA7,0.378,-0.2,-0.056,0.073,-0.046,-0.147,-0.018
NM_001040431,CCDC56,0.181,0.059,0.029,0.002,-0.157,-0.013,0.032
NM_001040436,YARS2,0.066,-0.095,0.058,-0.007,0.173,-0.018,0.037
NM_001040441,ZBTB8,0.107,-0.202,-0.079,0.073,-0.095,0.082,-0.213
NM_001040445,ASB1,-0.364,-0.012,N/A,-0.044,-0.032,-0.039,-0.682
NM_001040446,MTMR12,0.261,0.133,0.256,-0.292,-0.588,-0.367,0.048
NM_001040452,RUFY1,-0.078,0.066,-0.027,-0.108,0.109,-0.064,0.151
NM_001040453,FAM63B,0.044,0.335,-0.071,-0.319,-0.059,-0.105,0.377
NM_001040454,SLC26A6,-0.028,-0.006,0.186,-0.062,0.074,0.225,0.09
NM_001040455,SIDT2,-0.065,0.148,-0.217,0.291,0.161,0.24,-0.02
NM_001040613,TMEM70,0.046,0.214,-0.264,-0.106,0.143,-0.167,0.184
NM_001040619,ATF3,-0.041,0.265,0.569,0.653,0.439,-0.067,0.417
NM_001040633,PRKAG2,0.116,-0.212,0.147,-0.062,N/A,0.066,-0.344
NM_001040661,SLC29A4,0.219,-0.036,0.335,-0.145,-0.047,-0.121,0.027
NM_001040876,ABCE1,-0.104,0.068,-0.193,0.132,-0.014,0.108,0.321
NM_001042,SLC2A4,0.05,N/A,0.077,-0.092,0.047,-0.017,0.03
NM_001042351,G6PD,-0.243,0.104,0.112,-0.158,0.217,-0.16,0
